State,year_month,abortions_per_1000_women_ages_1544,birth_rate_per_1000_women_1544,months_since_dobbs,telehealth_share,shield_law_state,shield_law_access,gestational_limit_weeks,single_mothers_median_monthly_income,infant_child_care_cost_burden,snap_participation_rate,tanf_one_parent_per1000_women_1544,medicaid_expansion_status,medicaid_abortion_funding_restrictions,RPP_all_items,state_unemployment_rate, minimum_wage ,census_region,CPI
CO,2024_12,1.53,4.23,29,34%,1,1,24,"$4,029",43%,10.32%,8.10,1,0,103.052,4.5, $14.42 ,West,334.084
CT,2022_04,1.36,4.13,-3,6%,0,0,24,"$3,344",41%,10.41%,1.97,1,0,106.362,4, $14.00 ,Northeast,300.325
CT,2022_05,1.41,4.24,-2,6%,1,0,24,"$3,344",41%,10.46%,2.02,1,0,106.362,4.2, $14.00 ,Northeast,302.939
CT,2022_06,1.44,4.28,-1,7%,1,0,24,"$3,344",41%,10.51%,2.08,1,0,106.362,4.1, $14.00 ,Northeast,306.453
CT,2022_07,1.48,4.52,0,6%,1,0,24,"$3,344",41%,10.54%,2.16,1,0,106.362,4.2, $14.00 ,Northeast,305.916
CT,2022_08,1.38,4.65,1,8%,1,0,24,"$3,344",41%,10.61%,2.24,1,0,106.362,4, $14.00 ,Northeast,306.855
CT,2022_09,1.26,4.30,2,10%,1,0,24,"$3,344",41%,10.60%,2.36,1,0,106.362,3.4, $14.00 ,Northeast,307.152
CT,2022_10,1.28,4.21,3,9%,1,0,24,"$3,344",41%,10.71%,2.43,1,0,106.362,3.5, $14.00 ,Northeast,308.001
CT,2022_11,1.29,4.20,4,12%,1,0,24,"$3,344",41%,10.65%,2.44,1,0,106.362,3.2, $14.00 ,Northeast,308.394
CT,2022_12,1.41,4.28,5,13%,1,0,24,"$3,344",41%,10.70%,2.46,1,0,106.362,2.9, $14.00 ,Northeast,308.150
CT,2023_01,1.64,3.91,6,13%,1,0,24,"$3,401",44%,10.65%,2.47,1,0,104.201,3.9, $15.00 ,Northeast,310.323
CT,2023_02,1.47,3.76,7,11%,1,0,24,"$3,401",44%,10.73%,2.56,1,0,104.201,4, $15.00 ,Northeast,311.986
CT,2023_03,1.81,4.09,8,10%,1,0,24,"$3,401",44%,10.80%,2.51,1,0,104.201,3.4, $15.00 ,Northeast,311.243
CT,2023_04,1.84,3.97,9,12%,1,0,24,"$3,401",44%,10.86%,2.56,1,0,104.201,2.6, $15.00 ,Northeast,311.848
CT,2023_05,1.94,4.18,10,10%,1,0,24,"$3,401",44%,10.93%,2.63,1,0,104.201,3.1, $15.00 ,Northeast,312.241
CT,2023_06,1.88,4.11,11,11%,1,0,24,"$3,401",44%,10.95%,2.49,1,0,104.201,3.1, $15.00 ,Northeast,313.329
CT,2023_07,2.05,4.35,12,10%,1,0,24,"$3,401",44%,10.94%,2.51,1,0,104.201,3.3, $15.00 ,Northeast,313.952
CT,2023_08,1.82,4.49,13,11%,1,0,24,"$3,401",44%,10.84%,2.59,1,0,104.201,3.3, $15.00 ,Northeast,315.441
CT,2023_09,1.67,4.11,14,12%,1,0,24,"$3,401",44%,10.78%,2.69,1,0,104.201,2.9, $15.00 ,Northeast,316.373
CT,2023_10,1.85,4.26,15,12%,1,0,24,"$3,401",44%,10.82%,2.69,1,0,104.201,3.1, $15.00 ,Northeast,316.300
CT,2023_11,1.68,3.97,16,14%,1,0,24,"$3,401",44%,10.77%,2.78,1,0,104.201,2.9, $15.00 ,Northeast,316.252
CT,2023_12,1.85,4.03,17,13%,1,0,24,"$3,401",44%,10.70%,2.73,1,0,104.201,2.9, $15.00 ,Northeast,316.143
CT,2024_01,1.91,3.85,18,12%,1,0,24,"$3,589",43%,10.55%,2.69,1,0,103.61,3.7, $15.69 ,Northeast,318.133
CT,2024_02,1.61,3.87,19,11%,1,0,24,"$3,589",43%,10.57%,2.77,1,0,103.61,3.8, $15.69 ,Northeast,319.577
CT,2024_03,1.87,4.06,20,12%,1,0,24,"$3,589",43%,10.71%,2.74,1,0,103.61,3.3, $15.69 ,Northeast,321.741
CT,2024_04,1.68,4.01,21,13%,1,0,24,"$3,589",43%,10.66%,2.76,1,0,103.61,2.7, $15.69 ,Northeast,323.035
CT,2024_05,1.78,4.33,22,13%,1,0,24,"$3,589",43%,10.70%,2.91,1,0,103.61,3.1, $15.69 ,Northeast,324.439
CT,2024_06,1.63,3.82,23,10%,1,0,24,"$3,589",43%,10.65%,3.13,1,0,103.61,3, $15.69 ,Northeast,325.271
CT,2024_07,1.87,4.49,24,12%,1,0,24,"$3,589",43%,10.60%,3.25,1,0,103.61,3.6, $15.69 ,Northeast,325.339
CT,2024_08,1.74,4.44,25,13%,1,0,24,"$3,589",43%,10.62%,3.33,1,0,103.61,3.4, $15.69 ,Northeast,326.140
CT,2024_09,1.63,4.05,26,10%,1,0,24,"$3,589",43%,10.68%,3.48,1,0,103.61,2.8, $15.69 ,Northeast,327.156
CT,2024_10,1.71,4.26,27,12%,1,0,24,"$3,589",43%,10.62%,3.55,1,0,103.61,2.9, $15.69 ,Northeast,327.421
CT,2024_11,1.70,3.79,28,12%,1,0,24,"$3,589",43%,10.53%,3.52,1,0,103.61,2.9, $15.69 ,Northeast,327.277
CT,2024_12,1.68,3.96,29,15%,1,0,24,"$3,589",43%,10.37%,3.48,1,0,103.61,2.7, $15.69 ,Northeast,327.240
DE,2022_04,1.11,4.24,-3,14%,0,0,24,"$2,914",38%,11.63%,3.98,1,1,98.007,4.1, $10.50 ,South,279.879
DE,2022_05,1.17,4.61,-2,18%,0,0,24,"$2,914",38%,11.69%,4.07,1,1,98.007,3.9, $10.50 ,South,283.307
DE,2022_06,1.38,4.93,-1,15%,0,0,24,"$2,914",38%,11.79%,4.16,1,1,98.007,4.5, $10.50 ,South,287.427
DE,2022_07,1.27,5.38,0,17%,0,0,24,"$2,914",38%,11.85%,4.50,1,1,98.007,4.3, $10.50 ,South,287.608
DE,2022_08,1.38,5.35,1,27%,0,0,24,"$2,914",38%,11.90%,4.61,1,1,98.007,4.4, $10.50 ,South,287.168
DE,2022_09,1.54,4.71,2,21%,0,0,24,"$2,914",38%,11.66%,4.78,1,1,98.007,3.8, $10.50 ,South,287.656
DE,2022_10,1.54,4.60,3,21%,0,0,24,"$2,914",38%,11.86%,4.98,1,1,98.007,4, $10.50 ,South,288.836
DE,2022_11,1.59,4.76,4,20%,0,0,24,"$2,914",38%,12.02%,5.07,1,1,98.007,3.7, $10.50 ,South,288.991
DE,2022_12,1.80,4.70,5,18%,0,0,24,"$2,914",38%,12.17%,4.95,1,1,98.007,3.5, $10.50 ,South,288.205
DE,2023_01,1.36,4.62,6,27%,0,0,24,"$3,838",33%,12.04%,4.93,1,1,98.759,4.2, $11.75 ,South,290.438
DE,2023_02,1.20,4.04,7,26%,0,0,24,"$3,838",33%,12.06%,4.96,1,1,98.759,4.2, $11.75 ,South,292.285
DE,2023_03,1.46,4.70,8,21%,0,0,24,"$3,838",33%,11.48%,4.89,1,1,98.759,4, $11.75 ,South,293.358
DE,2023_04,1.30,4.22,9,32%,0,0,24,"$3,838",33%,11.43%,4.99,1,1,98.759,3.5, $11.75 ,South,295.315
DE,2023_05,1.36,4.70,10,23%,0,0,24,"$3,838",33%,11.61%,4.88,1,1,98.759,3.6, $11.75 ,South,295.889
DE,2023_06,1.57,4.63,11,27%,0,0,24,"$3,838",33%,11.74%,5.45,1,1,98.759,4.1, $11.75 ,South,296.789
DE,2023_07,1.57,4.46,12,30%,0,0,24,"$3,838",33%,11.52%,5.33,1,1,98.759,3.9, $11.75 ,South,297.279
DE,2023_08,1.41,5.04,13,37%,0,0,24,"$3,838",33%,11.71%,4.83,1,1,98.759,4.2, $11.75 ,South,298.975
DE,2023_09,1.36,4.56,14,31%,0,0,24,"$3,838",33%,11.32%,4.59,1,1,98.759,3.7, $11.75 ,South,299.657
DE,2023_10,1.51,4.55,15,34%,0,0,24,"$3,838",33%,11.45%,4.24,1,1,98.759,3.8, $11.75 ,South,299.394
DE,2023_11,1.62,4.53,16,32%,0,0,24,"$3,838",33%,11.58%,3.87,1,1,98.759,3.4, $11.75 ,South,298.930
DE,2023_12,1.51,4.36,17,38%,0,0,24,"$3,838",33%,11.45%,3.78,1,1,98.759,3.4, $11.75 ,South,298.754
DE,2024_01,1.83,4.39,18,36%,0,0,24,"$3,784",37%,11.33%,3.51,1,1,99.808,4, $13.25 ,South,300.421
DE,2024_02,1.63,4.08,19,34%,0,0,24,"$3,784",37%,11.08%,3.43,1,1,99.808,4, $13.25 ,South,303.144
DE,2024_03,1.58,4.30,20,39%,0,0,24,"$3,784",37%,10.79%,3.21,1,1,99.808,3.8, $13.25 ,South,304.490
DE,2024_04,1.73,4.53,21,29%,0,0,24,"$3,784",37%,11.04%,3.02,1,1,99.808,3.5, $13.25 ,South,305.104
DE,2024_05,1.78,4.45,22,31%,0,0,24,"$3,784",37%,11.02%,2.96,1,1,99.808,3.4, $13.25 ,South,305.296
DE,2024_06,1.48,4.59,23,31%,0,0,24,"$3,784",37%,11.32%,2.92,1,1,99.808,4.1, $13.25 ,South,305.357
DE,2024_07,1.68,4.59,24,45%,0,0,24,"$3,784",37%,11.37%,2.90,1,1,99.808,4.2, $13.25 ,South,305.819
DE,2024_08,1.58,5.03,25,42%,0,0,24,"$3,784",37%,11.54%,3.08,1,1,99.808,4.1, $13.25 ,South,305.761
DE,2024_09,1.58,4.41,26,39%,0,0,24,"$3,784",37%,11.57%,3.07,1,1,99.808,3.4, $13.25 ,South,306.078
DE,2024_10,1.58,4.60,27,32%,0,0,24,"$3,784",37%,11.81%,3.15,1,1,99.808,3.4, $13.25 ,South,306.889
DE,2024_11,1.63,4.22,28,41%,0,0,24,"$3,784",37%,11.61%,3.11,1,1,99.808,3.2, $13.25 ,South,306.877
DE,2024_12,1.73,4.52,29,41%,0,0,24,"$3,784",37%,11.55%,3.03,1,1,99.808,3.1, $13.25 ,South,307.007
FL,2022_04,1.31,4.24,-3,0%,0,0,15,"$2,743",33%,12.43%,0.69,0,1,102.284,2.8, $11.00 ,South,279.879
FL,2022_05,1.31,4.29,-2,0%,0,0,15,"$2,743",33%,12.48%,0.68,0,1,102.284,2.8, $11.00 ,South,283.307
FL,2022_06,1.44,4.48,-1,0%,0,0,15,"$2,743",33%,12.65%,0.75,0,1,102.284,3.2, $11.00 ,South,287.427
FL,2022_07,1.44,4.76,0,0%,0,0,15,"$2,743",33%,12.68%,0.87,0,1,102.284,3.1, $11.00 ,South,287.608
FL,2022_08,1.55,5.16,1,0%,0,0,15,"$2,743",33%,12.64%,1.02,0,1,102.284,3.1, $11.00 ,South,287.168
FL,2022_09,1.46,4.70,2,0%,0,0,15,"$2,743",33%,12.56%,1.21,0,1,102.284,2.9, $11.00 ,South,287.656
FL,2022_10,1.58,4.74,3,0%,0,0,15,"$2,743",33%,15.10%,1.35,0,1,102.284,3, $11.00 ,South,288.836
FL,2022_11,1.45,4.85,4,0%,0,0,15,"$2,743",33%,14.04%,1.50,0,1,102.284,2.9, $11.00 ,South,288.991
FL,2022_12,1.69,4.91,5,0%,0,0,15,"$2,743",33%,14.23%,1.81,0,1,102.284,2.5, $11.00 ,South,288.205
FL,2023_01,1.64,4.57,6,0%,0,0,15,"$3,081",34%,14.22%,1.94,0,1,103.636,2.9, $12.00 ,South,290.438
FL,2023_02,1.60,4.06,7,0%,0,0,15,"$3,081",34%,13.44%,1.87,0,1,103.636,2.7, $12.00 ,South,292.285
FL,2023_03,1.85,4.42,8,0%,0,0,15,"$3,081",34%,13.35%,1.97,0,1,103.636,2.7, $12.00 ,South,293.358
FL,2023_04,1.64,4.12,9,0%,0,0,15,"$3,081",34%,13.08%,2.00,0,1,103.636,2.5, $12.00 ,South,295.315
FL,2023_05,1.64,4.38,10,0%,0,0,15,"$3,081",34%,13.19%,1.90,0,1,103.636,2.8, $12.00 ,South,295.889
FL,2023_06,1.62,4.41,11,0%,0,0,15,"$3,081",34%,12.95%,1.89,0,1,103.636,3.1, $12.00 ,South,296.789
FL,2023_07,1.74,4.59,12,7%,0,0,15,"$3,081",34%,12.60%,1.87,0,1,103.636,3.1, $12.00 ,South,297.279
FL,2023_08,1.70,4.71,13,6%,0,0,15,"$3,081",34%,13.10%,1.88,0,1,103.636,3.3, $12.00 ,South,298.975
FL,2023_09,1.71,4.62,14,7%,0,0,15,"$3,081",34%,13.38%,1.92,0,1,103.636,3.2, $12.00 ,South,299.657
FL,2023_10,1.70,4.75,15,9%,0,0,15,"$3,081",34%,13.57%,1.94,0,1,103.636,3.2, $12.00 ,South,299.394
FL,2023_11,1.59,4.59,16,10%,0,0,15,"$3,081",34%,13.32%,1.90,0,1,103.636,3, $12.00 ,South,298.930
FL,2023_12,1.66,4.63,17,10%,0,0,15,"$3,081",34%,13.10%,1.83,0,1,103.636,2.9, $12.00 ,South,298.754
FL,2024_01,1.81,4.29,18,10%,0,0,15,"$3,426",32%,12.47%,1.65,0,1,103.414,3.2, $12.00 ,South,300.421
FL,2024_02,1.70,4.08,19,9%,0,0,15,"$3,426",32%,12.52%,1.53,0,1,103.414,3.1, $12.00 ,South,303.144
FL,2024_03,1.79,4.18,20,10%,0,0,15,"$3,426",32%,12.57%,1.59,0,1,103.414,3.1, $12.00 ,South,304.490
FL,2024_04,2.18,4.04,21,9%,0,0,15,"$3,426",32%,12.45%,1.62,0,1,103.414,2.9, $12.00 ,South,305.104
FL,2024_05,1.34,4.15,22,21%,0,0,6,"$3,426",32%,12.62%,1.66,0,1,103.414,3.1, $12.00 ,South,305.296
FL,2024_06,1.21,4.04,23,21%,0,0,6,"$3,426",32%,12.72%,1.72,0,1,103.414,3.6, $12.00 ,South,305.357
FL,2024_07,1.32,4.49,24,22%,0,0,6,"$3,426",32%,12.71%,1.71,0,1,103.414,3.8, $12.00 ,South,305.819
FL,2024_08,1.27,4.69,25,20%,0,0,6,"$3,426",32%,12.71%,1.68,0,1,103.414,3.8, $12.00 ,South,305.761
FL,2024_09,1.20,4.57,26,21%,0,0,6,"$3,426",32%,12.71%,1.77,0,1,103.414,3.5, $12.00 ,South,306.078
FL,2024_10,1.25,4.67,27,26%,0,0,6,"$3,426",32%,13.77%,1.70,0,1,103.414,3.5, $13.00 ,South,306.889
FL,2024_11,1.32,4.38,28,28%,0,0,6,"$3,426",32%,14.82%,1.70,0,1,103.414,3.5, $13.00 ,South,306.877
FL,2024_12,1.32,4.62,29,29%,0,0,6,"$3,426",32%,14.36%,1.70,0,1,103.414,3.2, $13.00 ,South,307.007
GA,2022_04,2.02,4.27,-3,3%,0,0,22,"$2,609",29%,14.71%,0.49,1,1,95.678,2.6, $7.25 ,South,279.879
GA,2022_05,1.88,4.38,-2,4%,0,0,22,"$2,609",29%,14.58%,0.48,1,1,95.678,3, $7.25 ,South,283.307
GA,2022_06,1.98,4.63,-1,4%,0,0,22,"$2,609",29%,14.54%,0.48,1,1,95.678,3.5, $7.25 ,South,287.427
GA,2022_07,1.97,4.84,0,1%,0,0,22,"$2,609",29%,14.97%,0.38,1,1,95.678,3.2, $7.25 ,South,287.608
GA,2022_08,0.88,5.27,1,0%,0,0,6,"$2,609",29%,14.81%,0.31,1,1,95.678,3.6, $7.25 ,South,287.168
GA,2022_09,1.00,4.69,2,0%,0,0,6,"$2,609",29%,14.61%,0.30,1,1,95.678,3, $7.25 ,South,287.656
GA,2022_10,1.06,4.62,3,0%,0,0,6,"$2,609",29%,14.45%,0.26,1,1,95.678,3.3, $7.25 ,South,288.836
GA,2022_11,1.19,4.77,4,0%,0,0,6,"$2,609",29%,14.77%,0.22,1,1,95.678,3.1, $7.25 ,South,288.991
GA,2022_12,1.08,4.93,5,0%,0,0,6,"$2,609",29%,14.86%,0.21,1,1,95.678,3, $7.25 ,South,288.205
GA,2023_01,1.16,4.69,6,0%,0,0,6,"$3,127",29%,14.69%,0.18,1,1,96.494,3.4, $7.25 ,South,290.438
GA,2023_02,1.05,4.19,7,0%,0,0,6,"$3,127",29%,14.54%,0.15,1,1,96.494,3.4, $7.25 ,South,292.285
GA,2023_03,1.31,4.52,8,0%,0,0,6,"$3,127",29%,14.11%,0.14,1,1,96.494,3.3, $7.25 ,South,293.358
GA,2023_04,1.14,4.09,9,0%,0,0,6,"$3,127",29%,13.61%,0.13,1,1,96.494,2.7, $7.25 ,South,295.315
GA,2023_05,1.07,4.45,10,0%,0,0,6,"$3,127",29%,13.35%,0.12,1,1,96.494,3.3, $7.25 ,South,295.889
GA,2023_06,1.08,4.65,11,0%,0,0,6,"$3,127",29%,13.36%,0.10,1,1,96.494,3.6, $7.25 ,South,296.789
GA,2023_07,1.22,4.75,12,13%,0,0,6,"$3,127",29%,13.52%,0.09,1,1,96.494,3.3, $7.25 ,South,297.279
GA,2023_08,1.20,4.93,13,14%,0,0,6,"$3,127",29%,13.47%,0.10,1,1,96.494,3.7, $7.25 ,South,298.975
GA,2023_09,1.17,4.69,14,16%,0,0,6,"$3,127",29%,13.17%,0.10,1,1,96.494,3.2, $7.25 ,South,299.657
GA,2023_10,1.18,4.75,15,19%,0,0,6,"$3,127",29%,12.96%,0.09,1,1,96.494,3.4, $7.25 ,South,299.394
GA,2023_11,1.26,4.58,16,22%,0,0,6,"$3,127",29%,12.62%,0.09,1,1,96.494,3, $7.25 ,South,298.930
GA,2023_12,1.34,4.63,17,21%,0,0,6,"$3,127",29%,12.11%,0.08,1,1,96.494,3.1, $7.25 ,South,298.754
GA,2024_01,1.32,4.53,18,23%,0,0,6,"$3,193",29%,12.70%,0.08,1,1,96.293,3.4, $7.25 ,South,300.421
GA,2024_02,1.17,4.33,19,23%,0,0,6,"$3,193",29%,12.71%,0.07,1,1,96.293,3.4, $7.25 ,South,303.144
GA,2024_03,1.39,4.51,20,22%,0,0,6,"$3,193",29%,12.37%,0.06,1,1,96.293,3.4, $7.25 ,South,304.490
GA,2024_04,1.28,4.27,21,25%,0,0,6,"$3,193",29%,12.33%,0.06,1,1,96.293,3, $7.25 ,South,305.104
GA,2024_05,1.43,4.47,22,24%,0,0,6,"$3,193",29%,12.46%,0.06,1,1,96.293,3.5, $7.25 ,South,305.296
GA,2024_06,1.32,4.30,23,24%,0,0,6,"$3,193",29%,12.73%,0.06,1,1,96.293,3.9, $7.25 ,South,305.357
GA,2024_07,1.23,4.83,24,30%,0,0,6,"$3,193",29%,12.93%,0.04,1,1,96.293,3.9, $7.25 ,South,305.819
GA,2024_08,1.24,4.94,25,31%,0,0,6,"$3,193",29%,13.01%,0.05,1,1,96.293,4.1, $7.25 ,South,305.761
GA,2024_09,1.06,4.62,26,31%,0,0,6,"$3,193",29%,12.99%,0.05,1,1,96.293,3.4, $7.25 ,South,306.078
GA,2024_10,1.42,4.65,27,30%,0,0,6,"$3,193",29%,16.83%,0.04,1,1,96.293,3.6, $7.25 ,South,306.889
GA,2024_11,1.31,4.47,28,37%,0,0,6,"$3,193",29%,13.44%,0.04,1,1,96.293,3.5, $7.25 ,South,306.877
GA,2024_12,1.39,4.74,29,41%,0,0,6,"$3,193",29%,13.71%,0.05,1,1,96.293,3.4, $7.25 ,South,307.007
HI,2022_04,0.99,4.61,-3,4%,0,0,24,"$3,211",47%,11.96%,10.47,1,0,111.148,3.1, $10.10 ,West,307.145
HI,2022_05,0.84,4.62,-2,5%,0,0,24,"$3,211",47%,11.91%,10.32,1,0,111.148,3.1, $10.10 ,West,309.645
HI,2022_06,1.07,4.78,-1,7%,0,0,24,"$3,211",47%,11.85%,9.96,1,0,111.148,3.9, $10.10 ,West,313.496
HI,2022_07,0.88,5.11,0,9%,0,0,24,"$3,211",47%,11.07%,9.22,1,0,111.148,3.4, $10.10 ,West,313.951
HI,2022_08,1.15,4.99,1,13%,0,0,24,"$3,211",47%,11.18%,8.88,1,0,111.148,3.5, $10.10 ,West,314.013
HI,2022_09,1.07,5.07,2,7%,0,0,24,"$3,211",47%,11.10%,8.54,1,0,111.148,3.5, $10.10 ,West,315.094
HI,2022_10,0.99,5.02,3,8%,0,0,24,"$3,211",47%,11.02%,8.24,1,0,111.148,3.4, $10.10 ,West,317.299
HI,2022_11,1.07,4.88,4,4%,0,0,24,"$3,211",47%,10.90%,7.82,1,0,111.148,3.4, $10.10 ,West,315.919
HI,2022_12,1.03,5.00,5,11%,0,0,24,"$3,211",47%,10.84%,7.65,1,0,111.148,2.9, $10.10 ,West,314.599
HI,2023_01,1.23,5.08,6,13%,0,0,24,"$3,674",51%,10.77%,7.57,1,0,109.703,3, $12.00 ,West,317.477
HI,2023_02,1.08,4.46,7,11%,0,0,24,"$3,674",51%,10.75%,7.43,1,0,109.703,3, $12.00 ,West,319.130
HI,2023_03,1.15,4.76,8,13%,0,0,24,"$3,674",51%,10.86%,7.19,1,0,109.703,2.8, $12.00 ,West,320.715
HI,2023_04,1.27,4.60,9,12%,0,0,24,"$3,674",51%,10.81%,7.08,1,0,109.703,2.5, $12.00 ,West,322.187
HI,2023_05,1.27,4.66,10,15%,0,0,24,"$3,674",51%,10.88%,6.96,1,0,109.703,2.6, $12.00 ,West,323.525
HI,2023_06,1.08,4.74,11,11%,0,0,24,"$3,674",51%,10.95%,6.94,1,0,109.703,3.3, $12.00 ,West,324.448
HI,2023_07,1.15,4.64,12,23%,0,0,24,"$3,674",51%,10.90%,6.79,1,0,109.703,2.8, $12.00 ,West,324.865
HI,2023_08,1.27,5.07,13,18%,0,0,24,"$3,674",51%,10.98%,6.86,1,0,109.703,3, $12.00 ,West,326.234
HI,2023_09,1.11,4.65,14,24%,0,0,24,"$3,674",51%,12.10%,7.42,1,0,109.703,3.3, $12.00 ,West,327.491
HI,2023_10,1.15,4.91,15,23%,0,0,24,"$3,674",51%,11.99%,7.85,1,0,109.703,3.1, $12.00 ,West,327.708
HI,2023_11,1.15,4.66,16,30%,0,0,24,"$3,674",51%,12.20%,7.84,1,0,109.703,2.9, $12.00 ,West,326.299
HI,2023_12,1.08,4.64,17,29%,0,0,24,"$3,674",51%,11.98%,7.47,1,0,109.703,2.7, $12.00 ,West,325.932
HI,2024_01,1.29,4.67,18,26%,0,0,24,"$4,099",49%,11.45%,7.14,1,0,109.951,2.9, $14.00 ,West,328.053
HI,2024_02,1.10,4.64,19,31%,0,0,24,"$4,099",49%,11.30%,6.91,1,0,109.951,2.8, $14.00 ,West,329.339
HI,2024_03,1.25,4.59,20,24%,0,0,24,"$4,099",49%,11.07%,6.49,1,0,109.951,2.7, $14.00 ,West,332.202
HI,2024_04,1.25,4.62,21,30%,0,0,24,"$4,099",49%,10.87%,6.35,1,0,109.951,2.6, $14.00 ,West,334.050
HI,2024_05,1.06,4.74,22,25%,0,0,24,"$4,099",49%,10.85%,6.28,1,0,109.951,2.5, $14.00 ,West,334.292
HI,2024_06,1.06,4.45,23,29%,0,0,24,"$4,099",49%,10.82%,6.15,1,0,109.951,3.5, $14.00 ,West,333.662
HI,2024_07,1.21,4.57,24,25%,0,0,24,"$4,099",49%,10.90%,6.06,1,0,109.951,3.2, $14.00 ,West,333.174
HI,2024_08,1.10,4.85,25,28%,0,0,24,"$4,099",49%,10.79%,5.97,1,0,109.951,3.2, $14.00 ,West,333.442
HI,2024_09,1.06,4.89,26,29%,0,0,24,"$4,099",49%,10.93%,5.93,1,0,109.951,3.2, $14.00 ,West,334.265
HI,2024_10,1.18,5.03,27,29%,0,0,24,"$4,099",49%,11.02%,5.83,1,0,109.951,3.1, $14.00 ,West,334.558
HI,2024_11,1.02,4.73,28,30%,0,0,24,"$4,099",49%,11.04%,5.88,1,0,109.951,3.2, $14.00 ,West,334.218
HI,2024_12,1.18,4.84,29,39%,0,0,24,"$4,099",49%,10.96%,5.68,1,0,109.951,2.8, $14.00 ,West,334.084
ID,2022_04,0.57,4.78,-3,9%,0,0,22,"$2,793",26%,6.37%,0.05,1,1,91.802,2.7, $7.25 ,West,307.145
ID,2022_05,0.57,4.90,-2,14%,0,0,22,"$2,793",26%,6.32%,0.07,1,1,91.802,2.5, $7.25 ,West,309.645
ID,2022_06,0.60,5.04,-1,17%,0,0,22,"$2,793",26%,6.36%,0.09,1,1,91.802,2.8, $7.25 ,West,313.496
ID,2022_07,0.50,5.24,0,26%,0,0,22,"$2,793",26%,6.34%,0.11,1,1,91.802,2.8, $7.25 ,West,313.951
ID,2022_08,0.34,5.33,1,23%,0,0,22,"$2,793",26%,6.32%,0.11,1,1,91.802,2.9, $7.25 ,West,314.013
ID,2022_09,0.00,4.96,2,0%,0,0,0,"$2,793",26%,6.28%,0.10,1,1,91.802,2.5, $7.25 ,West,315.094
ID,2022_10,0.03,4.86,3,0%,0,0,0,"$2,793",26%,6.29%,0.10,1,1,91.802,2.6, $7.25 ,West,317.299
ID,2022_11,0.00,4.53,4,0%,0,0,0,"$2,793",26%,6.32%,0.12,1,1,91.802,2.8, $7.25 ,West,315.919
ID,2022_12,0.00,4.83,5,0%,0,0,0,"$2,793",26%,6.37%,0.11,1,1,91.802,2.8, $7.25 ,West,314.599
ID,2023_01,0.00,4.71,6,0%,0,0,0,"$2,970",28%,6.23%,0.10,1,1,92.236,3.6, $7.25 ,West,317.477
ID,2023_02,0.00,4.22,7,0%,0,0,0,"$2,970",28%,6.26%,0.09,1,1,92.236,3.6, $7.25 ,West,319.130
ID,2023_03,0.00,4.91,8,0%,0,0,0,"$2,970",28%,6.29%,0.10,1,1,92.236,3.5, $7.25 ,West,320.715
ID,2023_04,0.00,4.56,9,0%,0,0,0,"$2,970",28%,6.32%,0.09,1,1,92.236,2.9, $7.25 ,West,322.187
ID,2023_05,0.00,4.75,10,0%,0,0,0,"$2,970",28%,6.36%,0.07,1,1,92.236,3, $7.25 ,West,323.525
ID,2023_06,0.00,5.00,11,0%,0,0,0,"$2,970",28%,6.38%,0.07,1,1,92.236,3, $7.25 ,West,324.448
ID,2023_07,0.08,5.03,12,100%,0,0,0,"$2,970",28%,6.36%,0.07,1,1,92.236,3.2, $7.25 ,West,324.865
ID,2023_08,0.08,5.04,13,100%,0,0,0,"$2,970",28%,6.32%,0.06,1,1,92.236,3.2, $7.25 ,West,326.234
ID,2023_09,0.10,4.88,14,100%,0,0,0,"$2,970",28%,6.32%,0.05,1,1,92.236,3, $7.25 ,West,327.491
ID,2023_10,0.15,4.86,15,100%,0,0,0,"$2,970",28%,6.37%,0.05,1,1,92.236,3, $7.25 ,West,327.708
ID,2023_11,0.13,4.78,16,100%,0,0,0,"$2,970",28%,6.42%,0.04,1,1,92.236,3.2, $7.25 ,West,326.299
ID,2023_12,0.13,4.80,17,100%,0,0,0,"$2,970",28%,6.49%,0.05,1,1,92.236,3.3, $7.25 ,West,325.932
ID,2024_01,0.18,4.52,18,100%,0,0,0,"$3,461",26%,6.49%,0.06,1,1,95.494,4, $7.25 ,West,328.053
ID,2024_02,0.13,4.36,19,100%,0,0,0,"$3,461",26%,6.56%,0.07,1,1,95.494,4.2, $7.25 ,West,329.339
ID,2024_03,0.10,4.75,20,100%,0,0,0,"$3,461",26%,6.62%,0.06,1,1,95.494,4, $7.25 ,West,332.202
ID,2024_04,0.15,4.90,21,100%,0,0,0,"$3,461",26%,6.68%,0.05,1,1,95.494,3.4, $7.25 ,West,334.050
ID,2024_05,0.15,5.32,22,100%,0,0,0,"$3,461",26%,6.64%,0.05,1,1,95.494,3.3, $7.25 ,West,334.292
ID,2024_06,0.13,4.99,23,100%,0,0,0,"$3,461",26%,6.64%,0.04,1,1,95.494,3.6, $7.25 ,West,333.662
ID,2024_07,0.20,5.30,24,100%,0,0,0,"$3,461",26%,6.64%,0.07,1,1,95.494,3.8, $7.25 ,West,333.174
ID,2024_08,0.15,5.21,25,100%,0,0,0,"$3,461",26%,6.61%,0.09,1,1,95.494,3.6, $7.25 ,West,333.442
ID,2024_09,0.18,5.09,26,100%,0,0,0,"$3,461",26%,6.60%,0.10,1,1,95.494,3.3, $7.25 ,West,334.265
